fecha,banco,valor,monto
2026-08-15,Banco BISA,11.56,12800668
2026-08-15,Banco Económico,11.52,782249
2026-08-15,Banco FIE,11.63,1086452
2026-08-15,Banco Fortaleza,11.54,241180
2026-08-15,Banco Ganadero,11.59,11167635
2026-08-15,Banco Mercantil Santa Cruz,11.59,5524586
2026-08-15,Banco Nacional de Bolivia,11.47,1159765
2026-08-15,Banco PYME Ecofuturo,11.22,1
2026-08-15,Banco PYME de la Comunidad,-,-
2026-08-15,Banco Prodem,11.32,50458
2026-08-15,Banco Solidario,11.51,370467
2026-08-15,Banco Unión,11.52,59954
2026-08-15,Banco de Crédito,11.62,3040586
2026-08-15,Banco de la Nación Argentina,11.46,32075
2026-08-18,Banco BISA,11.56,6497350.0
2026-08-18,Banco Económico,11.48,333053.0
2026-08-18,Banco FIE,11.49,240087.0
2026-08-18,Banco Fortaleza,11.58,335475.0
2026-08-18,Banco Ganadero,11.55,12645125.0
2026-08-18,Banco Mercantil Santa Cruz,11.58,3791902.0
2026-08-18,Banco Nacional de Bolivia,11.48,2431329.0
2026-08-18,Banco PYME Ecofuturo,11.18,251.0
2026-08-18,Banco PYME de la Comunidad,11.5,247.0
2026-08-18,Banco Prodem,11.28,6305.0
2026-08-18,Banco Solidario,11.6,613136.0
2026-08-18,Banco Unión,10.5,58751.0
2026-08-18,Banco de Crédito,11.59,2323703.0
2026-08-18,Banco de la Nación Argentina,11.08,2332.0
2026-08-19,Banco BISA,11.51,51436770.0
2026-08-19,Banco Económico,11.44,403708.0
2026-08-19,Banco FIE,11.38,48587.0
2026-08-19,Banco Fortaleza,11.55,124681.0
2026-08-19,Banco Ganadero,11.54,6293207.0
2026-08-19,Banco Mercantil Santa Cruz,11.52,4160935.0
2026-08-19,Banco Nacional de Bolivia,11.5,2002197.0
2026-08-19,Banco PYME Ecofuturo,11.15,2551.0
2026-08-19,Banco PYME de la Comunidad,11.15,1940.0
2026-08-19,Banco Prodem,11.25,12065.0
2026-08-19,Banco Solidario,11.52,3386444.0
2026-08-19,Banco Unión,10.5,61103.0
2026-08-19,Banco de Crédito,11.52,1522230.0
2026-08-19,Banco de la Nación Argentina,11.05,2763.0
2026-08-20,Banco BISA,11.51,51436770.0
2026-08-20,Banco Económico,11.44,403708.0
2026-08-20,Banco FIE,11.38,48587.0
2026-08-20,Banco Fortaleza,11.55,124681.0
2026-08-20,Banco Ganadero,11.54,6293207.0
2026-08-20,Banco Mercantil Santa Cruz,11.52,4160935.0
2026-08-20,Banco Nacional de Bolivia,11.5,2002197.0
2026-08-20,Banco PYME Ecofuturo,11.15,2551.0
2026-08-20,Banco PYME de la Comunidad,11.15,1940.0
2026-08-20,Banco Prodem,11.25,12065.0
2026-08-20,Banco Solidario,11.52,3386444.0
2026-08-20,Banco Unión,10.5,61103.0
2026-08-20,Banco de Crédito,11.52,1522230.0
2026-08-20,Banco de la Nación Argentina,11.05,2763.0
2026-08-21,Banco BISA,11.52,7939410
2026-08-21,Banco Económico,11.56,1492326
2026-08-21,Banco FIE,11.32,14575
2026-08-21,Banco Fortaleza,11.47,98086
2026-08-21,Banco Ganadero,11.52,7434731
2026-08-21,Banco Mercantil Santa Cruz,11.45,3748640
2026-08-21,Banco Nacional de Bolivia,11.51,5039002
2026-08-21,Banco PYME Ecofuturo,-,-
2026-08-21,Banco PYME de la Comunidad,11.12,1104
2026-08-21,Banco Prodem,11.22,13867
2026-08-21,Banco Solidario,11.57,3189295
2026-08-21,Banco Unión,11.45,87131
2026-08-21,Banco de Crédito,11.53,3532604
2026-08-21,Banco de la Nación Argentina,11.48,120321
2026-08-26,Banco BISA,11.53,25462105.0
2026-08-26,Banco Económico,11.61,1193528.0
2026-08-26,Banco FIE,11.66,1034956.0
2026-08-26,Banco Fortaleza,11.5,82828.0
2026-08-26,Banco Ganadero,11.57,5262517.0
2026-08-26,Banco Mercantil Santa Cruz,11.71,6991372.0
2026-08-26,Banco Nacional de Bolivia,11.55,1600491.0
2026-08-26,Banco PYME Ecofuturo,11.14,1.0
2026-08-26,Banco PYME de la Comunidad,11.14,4.0
2026-08-26,Banco Prodem,11.24,8352.0
2026-08-26,Banco Solidario,11.59,1405828.0
2026-08-26,Banco Unión,10.5,3722.0
2026-08-26,Banco de Crédito,11.62,2315219.0
2026-08-26,Banco de la Nación Argentina,11.05,9844.0
2026-08-27,Banco BISA,11.72,12735607.0
2026-08-27,Banco Económico,11.64,367349.0
2026-08-27,Banco FIE,11.78,1306468.0
2026-08-27,Banco Fortaleza,11.6,98333.0
2026-08-27,Banco Ganadero,11.68,16277226.0
2026-08-27,Banco Mercantil Santa Cruz,11.74,8613420.0
2026-08-27,Banco Nacional de Bolivia,11.73,4938442.0
2026-08-27,Banco PYME Ecofuturo,11.17,3.0
2026-08-27,Banco PYME de la Comunidad,11.17,600.0
2026-08-27,Banco Prodem,11.27,6230.0
2026-08-27,Banco Solidario,11.68,927612.0
2026-08-27,Banco Unión,10.5,5826.0
2026-08-27,Banco de Crédito,11.71,4226139.0
2026-08-27,Banco de la Nación Argentina,11.49,8372.0
2026-08-28,Banco BISA,11.87,7015087.0
2026-08-28,Banco Económico,11.79,1267529.0
2026-08-28,Banco FIE,11.81,240795.0
2026-08-28,Banco Fortaleza,11.66,406059.0
2026-08-28,Banco Ganadero,11.81,10431909.0
2026-08-28,Banco Mercantil Santa Cruz,11.75,2399225.0
2026-08-28,Banco Nacional de Bolivia,11.71,1221841.0
2026-08-28,Banco PYME Ecofuturo,11.31,1000.0
2026-08-28,Banco PYME de la Comunidad,11.31,292.0
2026-08-28,Banco Prodem,11.41,6719.0
2026-08-28,Banco Solidario,11.94,2581518.0
2026-08-28,Banco Unión,10.5,17444.0
2026-08-28,Banco de Crédito,11.85,2145904.0
2026-08-28,Banco de la Nación Argentina,11.82,627547.0
2026-08-29,Banco BISA,11.95,3334635.0
2026-08-29,Banco Económico,11.98,2091028.0
2026-08-29,Banco FIE,11.63,2877.0
2026-08-29,Banco Fortaleza,11.89,18594.0
2026-08-29,Banco Ganadero,12.01,5889786.0
2026-08-29,Banco Mercantil Santa Cruz,11.77,3226673.0
2026-08-29,Banco Nacional de Bolivia,11.85,1595783.0
2026-08-29,Banco PYME Ecofuturo,11.43,9.0
2026-08-29,Banco PYME de la Comunidad,11.43,13836.0
2026-08-29,Banco Prodem,11.53,633.0
2026-08-29,Banco Solidario,12.05,2620781.0
2026-08-29,Banco Unión,10.5,569358.0
2026-08-29,Banco de Crédito,12.08,2490179.0
2026-08-29,Banco de la Nación Argentina,11.77,49372.0
2026-08-30,Banco BISA,11.95,3334635.0
2026-08-30,Banco Económico,11.98,2091028.0
2026-08-30,Banco FIE,11.63,2877.0
2026-08-30,Banco Fortaleza,11.89,18594.0
2026-08-30,Banco Ganadero,12.01,5889786.0
2026-08-30,Banco Mercantil Santa Cruz,11.77,3226673.0
2026-08-30,Banco Nacional de Bolivia,11.85,1595783.0
2026-08-30,Banco PYME Ecofuturo,11.43,9.0
2026-08-30,Banco PYME de la Comunidad,11.43,13836.0
2026-08-30,Banco Prodem,11.53,633.0
2026-08-30,Banco Solidario,12.05,2620781.0
2026-08-30,Banco Unión,10.5,569358.0
2026-08-30,Banco de Crédito,12.08,2490179.0
2026-08-30,Banco de la Nación Argentina,11.77,49372.0
