departamento,fecha,componente,missing
cochabamba,2024-09-05,Cuidado del Bebé,3.7647
cochabamba,2024-09-05,Cuidado del Hogar,5.8268
cochabamba,2024-09-05,Fiambres,1.9673
cochabamba,2024-09-05,Frutas y Verduras,1.9961
cochabamba,2024-09-05,Granos y Hortalizas,43.436
cochabamba,2024-09-05,Lácteos y Derivados,19.6363
cochabamba,2024-09-05,Panadería,8.7538
cochabamba,2024-09-05,Pastelería y Masas Típicas,9.4325
la_paz,2024-09-05,Abarrotes,7.57
la_paz,2024-09-05,Bazar,0.4397
la_paz,2024-09-05,Bebidas,8.3947
la_paz,2024-09-05,Carnes,14.9045
la_paz,2024-09-05,Congelados,3.5772
la_paz,2024-09-05,Cuidado Personal,9.0934
la_paz,2024-09-05,Cuidado del Bebé,8.6137
la_paz,2024-09-05,Cuidado del Hogar,9.4444
la_paz,2024-09-05,Fiambres,5.9285
la_paz,2024-09-05,Frutas y Verduras,10.8558
la_paz,2024-09-05,Granos y Hortalizas,11.7933
la_paz,2024-09-05,Lácteos y Derivados,13.379
la_paz,2024-09-05,Panadería,23.673
la_paz,2024-09-05,Pastelería y Masas Típicas,5.9024
santa_cruz,2024-09-05,Abarrotes,3.914
santa_cruz,2024-09-05,Bazar,0.0
santa_cruz,2024-09-05,Bebidas,5.0634
santa_cruz,2024-09-05,CUDADOS OTC,0.0
santa_cruz,2024-09-05,Carnes,1.784
santa_cruz,2024-09-05,Congelados,19.2438
santa_cruz,2024-09-05,Cuidado Personal,4.5963
santa_cruz,2024-09-05,Cuidado del Bebé,19.9422
santa_cruz,2024-09-05,Cuidado del Hogar,6.8614
santa_cruz,2024-09-05,Farmacia Otc,0.0
santa_cruz,2024-09-05,Fiambres,8.6694
santa_cruz,2024-09-05,Frutas y Verduras,1.9413
santa_cruz,2024-09-05,Granos y Hortalizas,13.3563
santa_cruz,2024-09-05,Lácteos y Derivados,16.3916
santa_cruz,2024-09-05,Panadería,18.3479
santa_cruz,2024-09-05,Pastelería y Masas Típicas,25.129
cochabamba,2024-09-06,Abarrotes,5.9108
cochabamba,2024-09-06,Bazar,5.4346
cochabamba,2024-09-06,Bebidas,6.0831
cochabamba,2024-09-06,Carnes,23.7234
cochabamba,2024-09-06,Congelados,8.0608
cochabamba,2024-09-06,Cuidado Personal,10.7961
cochabamba,2024-09-06,Cuidado del Bebé,3.3771
cochabamba,2024-09-06,Cuidado del Hogar,4.5437
cochabamba,2024-09-06,Fiambres,4.0905
cochabamba,2024-09-06,Frutas y Verduras,1.9961
cochabamba,2024-09-06,Granos y Hortalizas,43.436
cochabamba,2024-09-06,Lácteos y Derivados,17.3152
cochabamba,2024-09-06,Panadería,6.6458
cochabamba,2024-09-06,Pastelería y Masas Típicas,7.932
la_paz,2024-09-06,Abarrotes,6.7385
la_paz,2024-09-06,Bazar,0.4397
la_paz,2024-09-06,Bebidas,7.2127
la_paz,2024-09-06,Carnes,7.6812
la_paz,2024-09-06,Congelados,3.0105
la_paz,2024-09-06,Cuidado Personal,8.6265
la_paz,2024-09-06,Cuidado del Bebé,7.8
la_paz,2024-09-06,Cuidado del Hogar,7.7476
la_paz,2024-09-06,Fiambres,6.9363
la_paz,2024-09-06,Frutas y Verduras,12.3071
la_paz,2024-09-06,Granos y Hortalizas,11.7933
la_paz,2024-09-06,Lácteos y Derivados,9.3465
la_paz,2024-09-06,Panadería,19.411
la_paz,2024-09-06,Pastelería y Masas Típicas,0.2561
santa_cruz,2024-09-06,Abarrotes,5.2329
santa_cruz,2024-09-06,Bazar,7.7787
santa_cruz,2024-09-06,Bebidas,5.2674
santa_cruz,2024-09-06,CUDADOS OTC,0.0
santa_cruz,2024-09-06,Carnes,3.7259
santa_cruz,2024-09-06,Congelados,16.2462
santa_cruz,2024-09-06,Cuidado Personal,7.4171
santa_cruz,2024-09-06,Cuidado del Bebé,22.5134
santa_cruz,2024-09-06,Cuidado del Hogar,11.1726
santa_cruz,2024-09-06,Farmacia Otc,0.0
santa_cruz,2024-09-06,Fiambres,2.7852
santa_cruz,2024-09-06,Frutas y Verduras,1.9413
santa_cruz,2024-09-06,Granos y Hortalizas,27.5522
santa_cruz,2024-09-06,Lácteos y Derivados,15.9783
santa_cruz,2024-09-06,Panadería,22.332
santa_cruz,2024-09-06,Pastelería y Masas Típicas,29.8323
cochabamba,2024-09-07,Abarrotes,7.2008
cochabamba,2024-09-07,Bazar,5.4346
cochabamba,2024-09-07,Bebidas,5.785
cochabamba,2024-09-07,Carnes,22.4711
cochabamba,2024-09-07,Congelados,9.7461
cochabamba,2024-09-07,Cuidado Personal,9.3536
cochabamba,2024-09-07,Cuidado del Bebé,3.8062
cochabamba,2024-09-07,Cuidado del Hogar,3.7851
cochabamba,2024-09-07,Fiambres,4.3561
cochabamba,2024-09-07,Frutas y Verduras,1.9961
cochabamba,2024-09-07,Granos y Hortalizas,43.436
cochabamba,2024-09-07,Lácteos y Derivados,16.652
cochabamba,2024-09-07,Panadería,5.2898
cochabamba,2024-09-07,Pastelería y Masas Típicas,7.8699
la_paz,2024-09-07,Abarrotes,5.8508
la_paz,2024-09-07,Bazar,0.4397
la_paz,2024-09-07,Bebidas,7.0275
la_paz,2024-09-07,Carnes,13.3726
la_paz,2024-09-07,Congelados,4.0725
la_paz,2024-09-07,Cuidado Personal,7.7134
la_paz,2024-09-07,Cuidado del Bebé,6.5599
la_paz,2024-09-07,Cuidado del Hogar,6.3188
la_paz,2024-09-07,Fiambres,6.0051
la_paz,2024-09-07,Frutas y Verduras,9.117
la_paz,2024-09-07,Granos y Hortalizas,7.6971
la_paz,2024-09-07,Lácteos y Derivados,7.2926
la_paz,2024-09-07,Panadería,18.7822
la_paz,2024-09-07,Pastelería y Masas Típicas,0.2561
santa_cruz,2024-09-07,Abarrotes,5.2472
santa_cruz,2024-09-07,Bazar,0.0211
santa_cruz,2024-09-07,Bebidas,5.6094
santa_cruz,2024-09-07,CUDADOS OTC,0.0
santa_cruz,2024-09-07,Carnes,3.6777
santa_cruz,2024-09-07,Congelados,17.4008
santa_cruz,2024-09-07,Cuidado Personal,5.3104
santa_cruz,2024-09-07,Cuidado del Bebé,20.746
santa_cruz,2024-09-07,Cuidado del Hogar,7.4543
santa_cruz,2024-09-07,Farmacia Otc,0.0
santa_cruz,2024-09-07,Fiambres,3.9364
santa_cruz,2024-09-07,Frutas y Verduras,1.9413
santa_cruz,2024-09-07,Granos y Hortalizas,6.3769
santa_cruz,2024-09-07,Lácteos y Derivados,10.6628
santa_cruz,2024-09-07,Panadería,20.7158
santa_cruz,2024-09-07,Pastelería y Masas Típicas,27.1497
cochabamba,2024-09-08,Abarrotes,5.4367
cochabamba,2024-09-08,Bazar,5.4346
cochabamba,2024-09-08,Bebidas,5.4217
cochabamba,2024-09-08,Carnes,22.0771
cochabamba,2024-09-08,Congelados,3.7785
cochabamba,2024-09-08,Cuidado Personal,8.8161
cochabamba,2024-09-08,Cuidado del Bebé,3.3479
cochabamba,2024-09-08,Cuidado del Hogar,3.2825
cochabamba,2024-09-08,Fiambres,3.5969
cochabamba,2024-09-08,Frutas y Verduras,1.9961
cochabamba,2024-09-08,Granos y Hortalizas,43.436
cochabamba,2024-09-08,Lácteos y Derivados,16.8468
cochabamba,2024-09-08,Panadería,10.3531
cochabamba,2024-09-08,Pastelería y Masas Típicas,4.4853
la_paz,2024-09-08,Abarrotes,5.2733
la_paz,2024-09-08,Bazar,0.4397
la_paz,2024-09-08,Bebidas,6.8659
la_paz,2024-09-08,Carnes,1.7108
la_paz,2024-09-08,Congelados,4.0157
la_paz,2024-09-08,Cuidado Personal,7.8703
la_paz,2024-09-08,Cuidado del Bebé,4.2916
la_paz,2024-09-08,Cuidado del Hogar,5.5308
la_paz,2024-09-08,Fiambres,7.371
la_paz,2024-09-08,Frutas y Verduras,12.6858
la_paz,2024-09-08,Granos y Hortalizas,11.7933
la_paz,2024-09-08,Lácteos y Derivados,5.6922
la_paz,2024-09-08,Panadería,16.9211
la_paz,2024-09-08,Pastelería y Masas Típicas,0.2561
santa_cruz,2024-09-08,Abarrotes,5.2472
santa_cruz,2024-09-08,Bazar,0.0211
santa_cruz,2024-09-08,Bebidas,5.6094
santa_cruz,2024-09-08,CUDADOS OTC,0.0
santa_cruz,2024-09-08,Carnes,3.6777
santa_cruz,2024-09-08,Congelados,17.4008
santa_cruz,2024-09-08,Cuidado Personal,5.3104
santa_cruz,2024-09-08,Cuidado del Bebé,20.746
santa_cruz,2024-09-08,Cuidado del Hogar,7.4578
santa_cruz,2024-09-08,Farmacia Otc,0.0
santa_cruz,2024-09-08,Fiambres,3.9364
santa_cruz,2024-09-08,Frutas y Verduras,1.9413
santa_cruz,2024-09-08,Granos y Hortalizas,6.3769
santa_cruz,2024-09-08,Lácteos y Derivados,10.6628
santa_cruz,2024-09-08,Panadería,22.852
santa_cruz,2024-09-08,Pastelería y Masas Típicas,27.1497
cochabamba,2024-09-09,Abarrotes,5.4166
cochabamba,2024-09-09,Bazar,5.4346
cochabamba,2024-09-09,Bebidas,5.4772
cochabamba,2024-09-09,Carnes,21.8392
cochabamba,2024-09-09,Congelados,5.0802
cochabamba,2024-09-09,Cuidado Personal,9.264
cochabamba,2024-09-09,Cuidado del Bebé,3.3479
cochabamba,2024-09-09,Cuidado del Hogar,3.5778
cochabamba,2024-09-09,Fiambres,5.123
cochabamba,2024-09-09,Frutas y Verduras,1.9961
cochabamba,2024-09-09,Granos y Hortalizas,43.436
cochabamba,2024-09-09,Lácteos y Derivados,18.6282
cochabamba,2024-09-09,Panadería,13.415
cochabamba,2024-09-09,Pastelería y Masas Típicas,4.4853
la_paz,2024-09-09,Abarrotes,5.4663
la_paz,2024-09-09,Bazar,1.0084
la_paz,2024-09-09,Bebidas,7.241
la_paz,2024-09-09,Carnes,3.6523
la_paz,2024-09-09,Congelados,4.3273
la_paz,2024-09-09,Cuidado Personal,7.7764
la_paz,2024-09-09,Cuidado del Bebé,4.2916
la_paz,2024-09-09,Cuidado del Hogar,5.292
la_paz,2024-09-09,Fiambres,5.2418
la_paz,2024-09-09,Frutas y Verduras,9.117
la_paz,2024-09-09,Granos y Hortalizas,11.7933
la_paz,2024-09-09,Lácteos y Derivados,6.8312
la_paz,2024-09-09,Panadería,16.7398
la_paz,2024-09-09,Pastelería y Masas Típicas,0.2561
santa_cruz,2024-09-09,Abarrotes,4.5987
santa_cruz,2024-09-09,Bazar,0.0211
santa_cruz,2024-09-09,Bebidas,4.9013
santa_cruz,2024-09-09,CUDADOS OTC,0.0
santa_cruz,2024-09-09,Carnes,1.8306
santa_cruz,2024-09-09,Congelados,17.7543
santa_cruz,2024-09-09,Cuidado Personal,5.8113
santa_cruz,2024-09-09,Cuidado del Bebé,19.6944
santa_cruz,2024-09-09,Cuidado del Hogar,8.3047
santa_cruz,2024-09-09,Farmacia Otc,0.0
santa_cruz,2024-09-09,Fiambres,3.9364
santa_cruz,2024-09-09,Frutas y Verduras,1.9413
santa_cruz,2024-09-09,Granos y Hortalizas,6.3769
santa_cruz,2024-09-09,Lácteos y Derivados,8.9791
santa_cruz,2024-09-09,Panadería,11.8657
santa_cruz,2024-09-09,Pastelería y Masas Típicas,27.1943
cochabamba,2024-09-10,Abarrotes,5.537
cochabamba,2024-09-10,Bazar,5.4346
cochabamba,2024-09-10,Bebidas,5.5485
cochabamba,2024-09-10,Carnes,38.5432
cochabamba,2024-09-10,Congelados,6.0303
cochabamba,2024-09-10,Cuidado Personal,9.7804
cochabamba,2024-09-10,Cuidado del Bebé,3.7662
cochabamba,2024-09-10,Cuidado del Hogar,3.5963
cochabamba,2024-09-10,Fiambres,6.8333
cochabamba,2024-09-10,Frutas y Verduras,1.9961
cochabamba,2024-09-10,Granos y Hortalizas,43.436
cochabamba,2024-09-10,Lácteos y Derivados,21.3893
cochabamba,2024-09-10,Panadería,18.306
cochabamba,2024-09-10,Pastelería y Masas Típicas,4.4853
la_paz,2024-09-10,Abarrotes,5.9305
la_paz,2024-09-10,Bazar,1.0084
la_paz,2024-09-10,Bebidas,9.3536
la_paz,2024-09-10,Carnes,12.3381
la_paz,2024-09-10,Congelados,4.689
la_paz,2024-09-10,Cuidado Personal,8.0979
la_paz,2024-09-10,Cuidado del Bebé,4.2916
la_paz,2024-09-10,Cuidado del Hogar,6.2061
la_paz,2024-09-10,Fiambres,6.0987
la_paz,2024-09-10,Frutas y Verduras,12.1111
la_paz,2024-09-10,Granos y Hortalizas,11.7933
la_paz,2024-09-10,Lácteos y Derivados,8.409
la_paz,2024-09-10,Panadería,15.3171
la_paz,2024-09-10,Pastelería y Masas Típicas,4.2809
santa_cruz,2024-09-10,Abarrotes,4.7613
santa_cruz,2024-09-10,Bazar,0.0211
santa_cruz,2024-09-10,Bebidas,4.9454
santa_cruz,2024-09-10,CUDADOS OTC,0.0
santa_cruz,2024-09-10,Carnes,1.8789
santa_cruz,2024-09-10,Congelados,19.5967
santa_cruz,2024-09-10,Cuidado Personal,6.6375
santa_cruz,2024-09-10,Cuidado del Bebé,20.3631
santa_cruz,2024-09-10,Cuidado del Hogar,8.9793
santa_cruz,2024-09-10,Farmacia Otc,0.0
santa_cruz,2024-09-10,Fiambres,4.514
santa_cruz,2024-09-10,Frutas y Verduras,1.9413
santa_cruz,2024-09-10,Granos y Hortalizas,6.3769
santa_cruz,2024-09-10,Lácteos y Derivados,11.1924
santa_cruz,2024-09-10,Panadería,13.6723
santa_cruz,2024-09-10,Pastelería y Masas Típicas,30.4128
cochabamba,2024-09-11,Abarrotes,5.4789
cochabamba,2024-09-11,Bazar,5.4346
cochabamba,2024-09-11,Bebidas,5.3719
cochabamba,2024-09-11,Carnes,23.5249
cochabamba,2024-09-11,Congelados,5.4511
cochabamba,2024-09-11,Cuidado Personal,10.2814
cochabamba,2024-09-11,Cuidado del Bebé,4.3071
cochabamba,2024-09-11,Cuidado del Hogar,3.9122
cochabamba,2024-09-11,Fiambres,4.9124
cochabamba,2024-09-11,Frutas y Verduras,1.9961
cochabamba,2024-09-11,Granos y Hortalizas,43.436
cochabamba,2024-09-11,Lácteos y Derivados,11.587
cochabamba,2024-09-11,Panadería,14.5012
cochabamba,2024-09-11,Pastelería y Masas Típicas,3.9989
la_paz,2024-09-11,Abarrotes,5.6246
la_paz,2024-09-11,Bazar,1.0084
la_paz,2024-09-11,Bebidas,9.879
la_paz,2024-09-11,Carnes,4.7828
la_paz,2024-09-11,Congelados,5.2566
la_paz,2024-09-11,Cuidado Personal,8.3912
la_paz,2024-09-11,Cuidado del Bebé,4.8044
la_paz,2024-09-11,Cuidado del Hogar,6.4966
la_paz,2024-09-11,Fiambres,4.3666
la_paz,2024-09-11,Frutas y Verduras,13.9976
la_paz,2024-09-11,Granos y Hortalizas,11.7933
la_paz,2024-09-11,Lácteos y Derivados,9.0692
la_paz,2024-09-11,Panadería,15.9828
la_paz,2024-09-11,Pastelería y Masas Típicas,4.2809
santa_cruz,2024-09-11,Abarrotes,5.2409
santa_cruz,2024-09-11,Bazar,0.1527
santa_cruz,2024-09-11,Bebidas,6.342
santa_cruz,2024-09-11,CUDADOS OTC,0.0
santa_cruz,2024-09-11,Carnes,1.8789
santa_cruz,2024-09-11,Congelados,18.1452
santa_cruz,2024-09-11,Cuidado Personal,7.1646
santa_cruz,2024-09-11,Cuidado del Bebé,20.2445
santa_cruz,2024-09-11,Cuidado del Hogar,12.7249
santa_cruz,2024-09-11,Farmacia Otc,0.0
santa_cruz,2024-09-11,Fiambres,3.4066
santa_cruz,2024-09-11,Frutas y Verduras,1.9413
santa_cruz,2024-09-11,Granos y Hortalizas,6.3769
santa_cruz,2024-09-11,Lácteos y Derivados,10.9795
santa_cruz,2024-09-11,Panadería,18.6756
santa_cruz,2024-09-11,Pastelería y Masas Típicas,21.3524
cochabamba,2024-09-12,Abarrotes,5.3136
cochabamba,2024-09-12,Bazar,5.4346
cochabamba,2024-09-12,Bebidas,5.3401
cochabamba,2024-09-12,Carnes,24.438
cochabamba,2024-09-12,Congelados,1.9933
cochabamba,2024-09-12,Cuidado Personal,8.1802
cochabamba,2024-09-12,Cuidado del Bebé,3.7662
cochabamba,2024-09-12,Cuidado del Hogar,4.2858
cochabamba,2024-09-12,Fiambres,3.3911
cochabamba,2024-09-12,Frutas y Verduras,1.9961
cochabamba,2024-09-12,Granos y Hortalizas,43.436
cochabamba,2024-09-12,Lácteos y Derivados,10.961
cochabamba,2024-09-12,Panadería,15.8077
cochabamba,2024-09-12,Pastelería y Masas Típicas,4.6201
la_paz,2024-09-12,Abarrotes,5.4071
la_paz,2024-09-12,Bazar,1.0084
la_paz,2024-09-12,Bebidas,7.0068
la_paz,2024-09-12,Carnes,4.8757
la_paz,2024-09-12,Congelados,5.3152
la_paz,2024-09-12,Cuidado Personal,8.9256
la_paz,2024-09-12,Cuidado del Bebé,3.9268
la_paz,2024-09-12,Cuidado del Hogar,5.6618
la_paz,2024-09-12,Fiambres,6.7244
la_paz,2024-09-12,Frutas y Verduras,9.313
la_paz,2024-09-12,Granos y Hortalizas,15.1209
la_paz,2024-09-12,Lácteos y Derivados,9.4226
la_paz,2024-09-12,Panadería,18.6066
la_paz,2024-09-12,Pastelería y Masas Típicas,4.2809
santa_cruz,2024-09-12,Abarrotes,4.2773
santa_cruz,2024-09-12,Bazar,0.1527
santa_cruz,2024-09-12,Bebidas,6.0153
santa_cruz,2024-09-12,CUDADOS OTC,0.0
santa_cruz,2024-09-12,Carnes,1.784
santa_cruz,2024-09-12,Congelados,17.2512
santa_cruz,2024-09-12,Cuidado Personal,6.9362
santa_cruz,2024-09-12,Cuidado del Bebé,17.0283
santa_cruz,2024-09-12,Cuidado del Hogar,11.358
santa_cruz,2024-09-12,Farmacia Otc,0.0
santa_cruz,2024-09-12,Fiambres,3.7732
santa_cruz,2024-09-12,Frutas y Verduras,1.9413
santa_cruz,2024-09-12,Granos y Hortalizas,6.3769
santa_cruz,2024-09-12,Lácteos y Derivados,11.4495
santa_cruz,2024-09-12,Panadería,11.4999
santa_cruz,2024-09-12,Pastelería y Masas Típicas,24.2531
cochabamba,2024-09-13,Abarrotes,5.7232
cochabamba,2024-09-13,Bazar,5.4346
cochabamba,2024-09-13,Bebidas,4.8253
cochabamba,2024-09-13,Carnes,22.1267
cochabamba,2024-09-13,Congelados,2.2958
