departamento,fecha,componente,valor,q05,q95
1,20,14,-0.241,,
1,20,15,0.975,,
1,21,1,0.339,,
1,21,2,0.626,,
1,21,3,-0.112,,
1,21,4,0.472,,
1,21,5,-0.139,,
1,21,6,0.467,,
1,21,7,-1.633,,
1,21,8,-1.188,,
1,21,9,0.975,,
1,21,10,2.495,,
1,21,11,-1.762,,
1,21,12,1.766,,
1,21,13,0.830,,
1,21,14,-0.241,,
1,21,15,0.975,,
1,22,1,-0.216,,
1,22,2,0.147,,
1,22,3,-0.112,,
1,22,4,0.327,,
1,22,5,-3.702,,
1,22,6,0.487,,
1,22,7,-1.704,,
1,22,8,-2.132,,
1,22,9,-0.846,,
1,22,10,2.512,,
1,22,11,-1.762,,
1,22,12,1.766,,
1,22,13,-0.454,,
1,22,14,0.291,,
1,22,15,0.969,,
1,23,1,-0.423,,
1,23,2,-1.461,,
1,23,3,-0.112,,
1,23,4,0.149,,
1,23,5,-3.843,,
1,23,6,0.487,,
1,23,7,-1.610,,
1,23,8,-2.132,,
1,23,9,-0.470,,
1,23,10,2.512,,
1,23,11,-1.762,,
1,23,12,2.358,,
1,23,13,-0.470,,
1,23,14,0.291,,
1,23,15,0.969,,
1,24,1,-0.423,,
1,24,2,-1.461,,
1,24,3,-0.112,,
1,24,4,0.149,,
1,24,5,-3.843,,
1,24,6,0.487,,
1,24,7,-1.610,,
1,24,8,-2.132,,
1,24,9,-0.470,,
1,24,10,2.512,,
1,24,11,-1.762,,
1,24,12,2.358,,
1,24,13,-0.470,,
1,24,14,0.291,,
1,24,15,0.969,,
1,25,1,-0.386,,
1,25,2,-1.460,,
1,25,3,-0.112,,
1,25,4,0.152,,
1,25,5,-4.103,,
1,25,6,0.541,,
1,25,7,-1.545,,
1,25,8,-1.704,,
1,25,9,-0.315,,
1,25,10,2.562,,
1,25,11,-1.596,,
1,25,12,2.358,,
1,25,13,-0.391,,
1,25,14,0.294,,
1,25,15,0.969,,
1,26,1,-0.293,,
1,26,2,-1.469,,
1,26,3,-0.112,,
1,26,4,0.163,,
1,26,5,-4.103,,
1,26,6,0.538,,
1,26,7,-0.062,,
1,26,8,-1.546,,
1,26,9,-0.115,,
1,26,10,2.519,,
1,26,11,-2.196,,
1,26,12,2.358,,
1,26,13,-0.410,,
1,26,14,0.289,,
1,26,15,0.969,,
1,27,1,-0.251,,
1,27,2,-1.398,,
1,27,3,-0.112,,
1,27,4,0.161,,
1,27,5,-4.122,,
1,27,6,0.391,,
1,27,7,0.070,,
1,27,8,-0.562,,
1,27,9,-0.106,,
1,27,10,2.680,,
1,27,11,-2.169,,
1,27,12,2.358,,
1,27,13,-0.542,,
1,27,14,0.285,,
1,27,15,0.969,,
1,28,1,-0.348,,
1,28,2,-1.127,,
1,28,3,-0.112,,
1,28,4,0.287,,
1,28,5,-4.161,,
1,28,6,0.390,,
1,28,7,0.135,,
1,28,8,-0.050,,
1,28,9,0.273,,
1,28,10,0.855,,
1,28,11,-2.189,,
1,28,12,2.358,,
1,28,13,-0.594,,
1,28,14,0.285,,
1,28,15,0.409,,
1,29,1,-0.423,,
1,29,2,-1.120,,
1,29,3,-0.211,,
1,29,4,0.300,,
1,29,5,-4.196,,
1,29,6,0.390,,
1,29,7,-1.009,,
1,29,8,0.303,,
1,29,9,0.414,,
1,29,10,0.855,,
1,29,11,-2.189,,
1,29,12,2.358,,
1,29,13,-0.637,,
1,29,14,0.308,,
1,29,15,0.409,,
1,30,1,-0.468,,
1,30,2,-1.104,,
1,30,3,-0.211,,
1,30,4,0.300,,
1,30,5,-4.193,,
1,30,6,0.388,,
1,30,7,-1.072,,
1,30,8,-0.368,,
1,30,9,0.143,,
1,30,10,0.855,,
1,30,11,-2.189,,
1,30,12,2.358,,
1,30,13,-0.637,,
1,30,14,0.308,,
1,30,15,0.409,,
1,31,1,-0.469,,
1,31,2,-1.104,,
1,31,3,-0.211,,
1,31,4,0.300,,
1,31,5,-4.193,,
1,31,6,0.388,,
1,31,7,-1.072,,
1,31,8,-0.368,,
1,31,9,0.136,,
1,31,10,0.855,,
1,31,11,-2.189,,
1,31,12,2.358,,
1,31,13,-0.637,,
1,31,14,0.308,,
1,31,15,0.409,,
1,32,1,-0.475,,
1,32,2,-1.104,,
1,32,3,0.122,,
1,32,4,0.302,,
1,32,5,-4.306,,
1,32,6,0.282,,
1,32,7,-1.107,,
1,32,8,-0.460,,
1,32,9,0.333,,
1,32,10,0.840,,
1,32,11,-2.474,,
1,32,12,2.358,,
1,32,13,-0.654,,
1,32,14,0.308,,
1,32,15,0.390,,
1,33,1,-0.477,,
1,33,2,-1.122,,
1,33,3,0.122,,
1,33,4,0.302,,
1,33,5,-4.306,,
1,33,6,0.270,,
1,33,7,-1.103,,
1,33,8,-0.467,,
1,33,9,0.356,,
1,33,10,0.836,,
1,33,11,-2.474,,
1,33,12,2.358,,
1,33,13,-0.666,,
1,33,14,0.308,,
1,33,15,0.390,,
1,34,1,-0.542,,
1,34,2,-1.133,,
1,34,3,0.122,,
1,34,4,0.143,,
1,34,5,-4.306,,
1,34,6,0.271,,
1,34,7,-1.046,,
1,34,8,-0.982,,
1,34,9,0.355,,
1,34,10,0.500,,
1,34,11,-2.681,,
1,34,12,2.358,,
1,34,13,-0.639,,
1,34,14,0.308,,
1,34,15,0.387,,
1,35,1,-0.555,,
1,35,2,-1.159,,
1,35,3,0.122,,
1,35,4,0.060,,
1,35,5,-4.306,,
1,35,6,0.271,,
1,35,7,-1.046,,
1,35,8,-0.982,,
1,35,9,0.355,,
1,35,10,0.500,,
1,35,11,-2.672,,
1,35,12,2.358,,
1,35,13,-0.639,,
1,35,14,0.308,,
1,35,15,0.387,,
1,36,1,-0.551,,
1,36,2,-1.159,,
1,36,3,0.122,,
1,36,4,0.060,,
1,36,5,-4.422,,
1,36,6,0.271,,
1,36,7,-1.046,,
1,36,8,-0.982,,
1,36,9,0.355,,
1,36,10,0.500,,
1,36,11,-2.515,,
1,36,12,2.358,,
1,36,13,-0.639,,
1,36,14,0.308,,
1,36,15,0.387,,
1,37,1,-0.508,,
1,37,2,-1.159,,
1,37,3,0.122,,
1,37,4,0.060,,
1,37,5,-4.422,,
1,37,6,0.271,,
1,37,7,-0.953,,
1,37,8,0.338,,
1,37,9,0.355,,
1,37,10,0.500,,
1,37,11,-2.515,,
1,37,12,2.358,,
1,37,13,-0.638,,
1,37,14,0.308,,
1,37,15,0.387,,
1,38,1,-0.527,,
1,38,2,-1.159,,
1,38,3,0.122,,
1,38,4,0.060,,
1,38,5,-4.422,,
1,38,6,0.262,,
1,38,7,-0.959,,
1,38,8,0.338,,
1,38,9,0.355,,
1,38,10,0.499,,
1,38,11,-2.792,,
1,38,12,2.358,,
1,38,13,-0.638,,
1,38,14,0.382,,
1,38,15,0.387,,
1,39,1,-0.538,,
1,39,2,-1.159,,
1,39,3,0.122,,
1,39,4,0.012,,
1,39,5,-4.359,,
1,39,6,0.262,,
1,39,7,-0.954,,
1,39,8,0.338,,
1,39,9,0.388,,
1,39,10,0.499,,
1,39,11,-2.960,,
1,39,12,2.358,,
1,39,13,-0.638,,
1,39,14,0.385,,
1,39,15,0.387,,
1,40,1,-0.660,,
1,40,2,-1.159,,
1,40,3,0.084,,
1,40,4,-0.013,,
1,40,5,-4.861,,
1,40,6,0.262,,
1,40,7,-0.942,,
1,40,8,0.338,,
1,40,9,-0.546,,
1,40,10,0.499,,
1,40,11,-2.960,,
1,40,12,2.358,,
1,40,13,-0.638,,
1,40,14,0.385,,
1,40,15,0.387,,
1,41,1,-0.683,,
1,41,2,-1.208,,
1,41,3,0.084,,
1,41,4,-0.013,,
1,41,5,-5.824,,
1,41,6,0.262,,
1,41,7,-0.950,,
1,41,8,0.338,,
1,41,9,-0.541,,
1,41,10,0.499,,
1,41,11,-2.307,,
1,41,12,2.358,,
1,41,13,-0.638,,
1,41,14,0.385,,
1,41,15,0.387,,
1,42,1,-0.711,,
1,42,2,-1.211,,
1,42,3,-0.215,,
1,42,4,-0.013,,
1,42,5,-5.359,,
1,42,6,0.262,,
1,42,7,-1.337,,
1,42,8,-0.011,,
1,42,9,-0.537,,
1,42,10,0.499,,
1,42,11,-2.307,,
1,42,12,2.358,,
1,42,13,-0.638,,
1,42,14,0.385,,
1,42,15,0.387,,
1,43,1,-0.709,,
1,43,2,-1.211,,
1,43,3,-0.215,,
1,43,4,-0.039,,
1,43,5,-5.359,,
1,43,6,0.258,,
1,43,7,-1.342,,
1,43,8,-0.011,,
1,43,9,-0.519,,
1,43,10,0.367,,
1,43,11,-2.040,,
1,43,12,0.837,,
1,43,13,-0.176,,
1,43,14,0.385,,
1,43,15,0.387,,
1,44,1,-0.687,,
1,44,2,-1.211,,
1,44,3,-0.215,,
1,44,4,-0.039,,
1,44,5,-5.359,,
1,44,6,0.276,,
1,44,7,-1.343,,
1,44,8,-0.060,,
1,44,9,-0.519,,
1,44,10,0.367,,
1,44,11,-1.735,,
1,44,12,0.837,,
1,44,13,-0.176,,
1,44,14,0.385,,
1,44,15,0.387,,
1,45,1,-0.641,,
1,45,2,-1.211,,
1,45,3,-0.144,,
1,45,4,-0.039,,
1,45,5,-4.616,,
1,45,6,0.276,,
1,45,7,-1.346,,
1,45,8,-0.060,,
1,45,9,-0.519,,
1,45,10,0.367,,
1,45,11,-1.826,,
1,45,12,0.837,,
1,45,13,-0.176,,
1,45,14,0.385,,
1,45,15,0.387,,
1,46,1,-0.406,,
1,46,2,-1.205,,
1,46,3,-0.144,,
1,46,4,-0.039,,
1,46,5,-4.576,,
1,46,6,0.280,,
1,46,7,0.175,,
1,46,8,-0.060,,
1,46,9,-0.511,,
1,46,10,0.361,,
1,46,11,-0.625,,
1,46,12,0.837,,
1,46,13,-0.166,,
1,46,14,1.199,,
1,46,15,0.387,,
1,47,1,-0.387,,
1,47,2,-1.204,,
1,47,3,-0.144,,
1,47,4,-0.039,,
1,47,5,-4.269,,
1,47,6,0.280,,
1,47,7,0.180,,
1,47,8,-0.060,,
1,47,9,-0.511,,
1,47,10,0.335,,
1,47,11,-0.625,,
1,47,12,0.837,,
1,47,13,-0.156,,
1,47,14,1.199,,
1,47,15,0.387,,
1,48,1,-0.361,,
1,48,2,-1.204,,
1,48,3,-0.144,,
1,48,4,-0.039,,
1,48,5,-4.228,,
1,48,6,0.282,,
1,48,7,0.183,,
1,48,8,-0.060,,
1,48,9,-0.528,,
1,48,10,0.335,,
1,48,11,-0.326,,
1,48,12,0.837,,
1,48,13,-0.091,,
1,48,14,1.199,,
1,48,15,0.387,,
1,49,1,-0.284,,
1,49,2,-1.204,,
1,49,3,-0.144,,
1,49,4,-0.039,,
1,49,5,-2.897,,
1,49,6,0.282,,
1,49,7,0.183,,
1,49,8,-0.060,,
1,49,9,-0.528,,
1,49,10,0.335,,
1,49,11,-0.466,,
1,49,12,0.837,,
1,49,13,-0.077,,
1,49,14,1.199,,
1,49,15,0.387,,
1,50,1,-0.117,,
1,50,2,-1.191,,
1,50,3,-0.144,,
1,50,4,-0.043,,
1,50,5,0.189,,
1,50,6,0.282,,
1,50,7,0.133,,
1,50,8,-0.699,,
1,50,9,-0.608,,
1,50,10,0.319,,
1,50,11,-0.466,,
1,50,12,0.837,,
1,50,13,-0.077,,
1,50,14,1.199,,
1,50,15,0.387,,
1,51,1,0.054,,
1,51,2,0.428,,
1,51,3,-0.144,,
1,51,4,0.132,,
1,51,5,-0.427,,
1,51,6,0.282,,
1,51,7,0.039,,
1,51,8,-0.699,,
1,51,9,-0.808,,
1,51,10,0.319,,
1,51,11,-0.538,,
1,51,12,0.254,,
1,51,13,-0.062,,
1,51,14,1.199,,
1,51,15,0.387,,
1,52,1,0.054,,
1,52,2,0.428,,
1,52,3,-0.144,,
1,52,4,0.132,,
1,52,5,-0.427,,
1,52,6,0.282,,
1,52,7,0.039,,
1,52,8,-0.699,,
1,52,9,-0.808,,
1,52,10,0.319,,
1,52,11,-0.538,,
1,52,12,0.254,,
1,52,13,-0.062,,
1,52,14,1.199,,
1,52,15,0.387,,
1,53,1,0.033,,
1,53,2,0.416,,
1,53,3,-0.144,,
1,53,4,0.127,,
1,53,5,-0.157,,
1,53,6,0.229,,
1,53,7,-0.028,,
1,53,8,-1.131,,
1,53,9,-0.962,,
1,53,10,0.270,,
1,53,11,-0.469,,
1,53,12,0.254,,
1,53,13,-0.140,,
1,53,14,1.196,,
1,53,15,0.387,,
1,54,1,0.233,,
1,54,2,2.306,,
1,54,3,-0.068,,
1,54,4,0.320,,
1,54,5,-0.340,,
1,54,6,0.271,,
1,54,7,-1.869,,
1,54,8,-0.413,,
1,54,9,-1.624,,
1,54,10,0.270,,
1,54,11,0.142,,
1,54,12,0.254,,
1,54,13,1.121,,
1,54,14,1.205,,
1,54,15,0.387,,
1,55,1,0.213,,
1,55,2,2.306,,
1,55,3,-0.068,,
1,55,4,0.319,,
1,55,5,-0.340,,
1,55,6,0.326,,
1,55,7,-1.998,,
1,55,8,-1.399,,
1,55,9,-1.633,,
1,55,10,0.112,,
1,55,11,0.142,,
1,55,12,0.254,,
1,55,13,1.622,,
1,55,14,1.209,,
1,55,15,0.387,,
1,56,1,0.218,,
1,56,2,2.294,,
1,56,3,-0.068,,
1,56,4,0.315,,
1,56,5,-0.300,,
1,56,6,0.326,,
1,56,7,-1.991,,
1,56,8,-1.399,,
1,56,9,-1.619,,
1,56,10,0.112,,
1,56,11,0.142,,
1,56,12,0.254,,
1,56,13,1.675,,
1,56,14,1.209,,
1,56,15,0.387,,
1,57,1,0.323,,
1,57,2,2.287,,
1,57,3,0.032,,
1,57,4,0.315,,
1,57,5,-0.585,,
1,57,6,0.326,,
1,57,7,-0.765,,
1,57,8,-1.399,,
1,57,9,-1.419,,
1,57,10,0.112,,
1,57,11,0.142,,
1,57,12,0.254,,
1,57,13,1.700,,
1,57,14,1.209,,
1,57,15,0.387,,
1,58,1,0.376,,
1,58,2,2.289,,
1,58,3,0.032,,
1,58,4,0.315,,
1,58,5,-0.587,,
1,58,6,0.328,,
1,58,7,-0.693,,
1,58,8,-0.736,,
1,58,9,-1.102,,
1,58,10,0.112,,
1,58,11,0.142,,
1,58,12,0.254,,
1,58,13,1.700,,
1,58,14,1.209,,
1,58,15,0.387,,
1,59,1,0.416,,
1,59,2,2.289,,
1,59,3,0.032,,
1,59,4,0.315,,
1,59,5,-0.587,,
1,59,6,0.328,,
1,59,7,-0.692,,
1,59,8,-0.795,,
1,59,9,-1.087,,
1,59,10,0.112,,
1,59,11,0.708,,
1,59,12,0.254,,
1,59,13,1.700,,
1,59,14,1.209,,
1,59,15,0.387,,
1,60,1,0.385,,
1,60,2,1.730,,
1,60,3,0.032,,
1,60,4,0.422,,
1,60,5,-0.583,,
1,60,6,0.434,,
1,60,7,-0.635,,
1,60,8,0.116,,
1,60,9,-1.087,,
1,60,10,0.112,,
1,60,11,0.617,,
1,60,12,0.254,,
1,60,13,1.682,,
1,60,14,1.209,,
1,60,15,0.406,,
1,61,1,0.398,,
1,61,2,1.754,,
1,61,3,0.032,,
1,61,4,0.422,,
1,61,5,-0.261,,
1,61,6,0.434,,
1,61,7,-0.627,,
1,61,8,0.078,,
1,61,9,-1.176,,
1,61,10,0.112,,
1,61,11,0.590,,
1,61,12,0.254,,
1,61,13,1.694,,
1,61,14,1.209,,
1,61,15,0.406,,
1,62,1,0.502,,
1,62,2,1.762,,
1,62,3,0.032,,
1,62,4,0.611,,
1,62,5,-0.261,,
1,62,6,0.433,,
1,62,7,-0.567,,
1,62,8,0.635,,
1,62,9,-1.166,,
1,62,10,0.112,,
1,62,11,1.411,,
1,62,12,0.254,,
1,62,13,1.694,,
1,62,14,1.209,,
1,62,15,0.409,,
1,63,1,0.514,,
1,63,2,1.785,,
1,63,3,0.032,,
1,63,4,0.695,,
1,63,5,-0.261,,
1,63,6,0.411,,
1,63,7,-0.567,,
1,63,8,0.635,,
1,63,9,-1.165,,
1,63,10,0.112,,
1,63,11,1.401,,
1,63,12,0.254,,
1,63,13,1.694,,
1,63,14,1.209,,
1,63,15,0.409,,
1,64,1,0.521,,
1,64,2,1.785,,
1,64,3,0.032,,
1,64,4,0.695,,
1,64,5,-0.140,,
1,64,6,0.411,,
1,64,7,-0.567,,
1,64,8,0.635,,
1,64,9,-1.165,,
1,64,10,0.112,,
1,64,11,1.401,,
1,64,12,0.254,,
1,64,13,1.694,,
1,64,14,1.209,,
1,64,15,0.409,,
1,65,1,0.368,,
1,65,2,1.393,,
1,65,3,0.032,,
1,65,4,0.613,,
1,65,5,-0.140,,
1,65,6,0.386,,
1,65,7,-0.674,,
1,65,8,-1.107,,
1,65,9,-1.543,,
1,65,10,0.123,,
1,65,11,1.401,,
1,65,12,0.254,,
1,65,13,1.781,,
1,65,14,1.204,,
1,65,15,0.409,,
1,66,1,0.387,,
1,66,2,1.393,,
1,66,3,0.032,,
1,66,4,0.613,,
1,66,5,-0.140,,
1,66,6,0.395,,
1,66,7,-0.668,,
1,66,8,-1.107,,
1,66,9,-1.543,,
1,66,10,0.123,,
1,66,11,1.690,,
1,66,12,0.254,,
1,66,13,1.781,,
1,66,14,1.129,,
1,66,15,0.409,,
1,67,1,0.865,,
1,67,2,1.407,,
1,67,3,0.032,,
1,67,4,0.592,,
1,67,5,-0.588,,
1,67,6,0.395,,
1,67,7,-0.674,,
1,67,8,-1.460,,
1,67,9,-1.572,,
1,67,10,0.123,,
1,67,11,9.273,,
1,67,12,0.254,,
1,67,13,1.894,,
1,67,14,1.210,,
1,67,15,0.409,,
1,68,1,0.774,,
1,68,2,1.414,,
1,68,3,0.032,,
1,68,4,0.599,,
1,68,5,-0.588,,
1,68,6,0.417,,
1,68,7,-0.671,,
1,68,8,-1.460,,
1,68,9,-0.648,,
1,68,10,0.102,,
1,68,11,6.575,,
1,68,12,0.254,,
1,68,13,1.894,,
1,68,14,1.188,,
1,68,15,0.409,,
1,69,1,0.800,,
1,69,2,1.464,,
1,69,3,0.032,,
1,69,4,0.599,,
1,69,5,0.336,,
1,69,6,0.417,,
1,69,7,-0.662,,
1,69,8,-1.460,,
1,69,9,-0.653,,
1,69,10,0.102,,
1,69,11,5.983,,
1,69,12,0.254,,
1,69,13,1.894,,
1,69,14,1.188,,
1,69,15,0.409,,
1,70,1,0.834,,
1,70,2,1.471,,
1,70,3,0.331,,
1,70,4,0.710,,
1,70,5,-0.158,,
1,70,6,0.391,,
1,70,7,-0.273,,
1,70,8,-1.358,,
1,70,9,-0.658,,
1,70,10,0.102,,
1,70,11,5.983,,
1,70,12,0.254,,
1,70,13,1.894,,
1,70,14,1.188,,
1,70,15,0.409,,
1,71,1,0.792,,
1,71,2,1.471,,
1,71,3,0.331,,
1,71,4,0.724,,
1,71,5,-0.208,,
1,71,6,0.394,,
1,71,7,-0.390,,
1,71,8,-1.371,,
1,71,9,-0.670,,
1,71,10,0.102,,
1,71,11,5.562,,
1,71,12,0.254,,
1,71,13,1.861,,
1,71,14,1.188,,
1,71,15,0.409,,
1,72,1,0.792,,
1,72,2,1.473,,
1,72,3,0.331,,
1,72,4,0.723,,
1,72,5,-0.208,,
1,72,6,0.394,,
1,72,7,-0.390,,
1,72,8,-1.371,,
1,72,9,-0.670,,
1,72,10,0.102,,
1,72,11,5.562,,
1,72,12,0.254,,
1,72,13,1.861,,
1,72,14,1.188,,
1,72,15,0.409,,
1,73,1,0.818,,
1,73,2,1.473,,
1,73,3,0.331,,
1,73,4,0.723,,
1,73,5,-1.219,,
1,73,6,0.369,,
1,73,7,-0.387,,
1,73,8,-1.494,,
1,73,9,-0.670,,
1,73,10,1.613,,
1,73,11,5.655,,
1,73,12,0.254,,
1,73,13,1.879,,
1,73,14,1.188,,
1,73,15,0.409,,
1,74,1,0.697,,
1,74,2,1.475,,
1,74,3,0.084,,
1,74,4,0.652,,
1,74,5,-1.790,,
1,74,6,0.360,,
1,74,7,-0.387,,
1,74,8,-1.494,,
1,74,9,-0.670,,
1,74,10,1.613,,
1,74,11,5.187,,
1,74,12,0.254,,
1,74,13,1.806,,
1,74,14,0.374,,
1,74,15,0.409,,
1,75,1,0.539,,
1,75,2,1.473,,
1,75,3,0.084,,
