departamento,fecha,componente,inflacion_28d
santa_cruz,2026-03-19,Farmacia Otc,0.000
santa_cruz,2026-03-19,Fiambres,-0.047
santa_cruz,2026-03-19,Frutas y Verduras,-5.066
santa_cruz,2026-03-19,Granos y Hortalizas,0.072
santa_cruz,2026-03-19,Lácteos y Derivados,0.271
santa_cruz,2026-03-19,Panadería,0.385
santa_cruz,2026-03-19,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-20,Abarrotes,0.125
cochabamba,2026-03-20,Bazar,-3.495
cochabamba,2026-03-20,Bebidas,0.326
cochabamba,2026-03-20,Carnes,-1.265
cochabamba,2026-03-20,Compuesto,-0.581
cochabamba,2026-03-20,Congelados,0.587
cochabamba,2026-03-20,Cuidado Personal,-0.216
cochabamba,2026-03-20,Cuidado del Bebé,-0.186
cochabamba,2026-03-20,Cuidado del Hogar,-0.843
cochabamba,2026-03-20,Fiambres,0.258
cochabamba,2026-03-20,Frutas y Verduras,-4.452
cochabamba,2026-03-20,Granos y Hortalizas,-1.371
cochabamba,2026-03-20,Lácteos y Derivados,0.472
cochabamba,2026-03-20,Panadería,-0.845
cochabamba,2026-03-20,Pastelería y Masas Típicas,0.415
la_paz,2026-03-20,Abarrotes,0.081
la_paz,2026-03-20,Bazar,-3.919
la_paz,2026-03-20,Bebidas,-0.036
la_paz,2026-03-20,Carnes,0.585
la_paz,2026-03-20,Compuesto,-0.363
la_paz,2026-03-20,Congelados,0.300
la_paz,2026-03-20,Cuidado Personal,-0.318
la_paz,2026-03-20,Cuidado del Bebé,-0.655
la_paz,2026-03-20,Cuidado del Hogar,-0.751
la_paz,2026-03-20,Fiambres,0.048
la_paz,2026-03-20,Frutas y Verduras,-0.700
la_paz,2026-03-20,Granos y Hortalizas,-0.217
la_paz,2026-03-20,Lácteos y Derivados,0.652
la_paz,2026-03-20,Panadería,0.301
la_paz,2026-03-20,Pastelería y Masas Típicas,-0.351
santa_cruz,2026-03-20,Abarrotes,-0.124
santa_cruz,2026-03-20,Bazar,0.194
santa_cruz,2026-03-20,Bebidas,0.288
santa_cruz,2026-03-20,Carnes,4.675
santa_cruz,2026-03-20,Compuesto,-0.047
santa_cruz,2026-03-20,Congelados,0.624
santa_cruz,2026-03-20,Cuidado Personal,-1.429
santa_cruz,2026-03-20,Cuidado del Bebé,0.092
santa_cruz,2026-03-20,Cuidado del Hogar,-0.745
santa_cruz,2026-03-20,Farmacia Otc,0.000
santa_cruz,2026-03-20,Fiambres,-0.047
santa_cruz,2026-03-20,Frutas y Verduras,-5.066
santa_cruz,2026-03-20,Granos y Hortalizas,0.072
santa_cruz,2026-03-20,Lácteos y Derivados,0.271
santa_cruz,2026-03-20,Panadería,0.385
santa_cruz,2026-03-20,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-21,Abarrotes,0.125
cochabamba,2026-03-21,Bazar,0.098
cochabamba,2026-03-21,Bebidas,0.326
cochabamba,2026-03-21,Carnes,-1.230
cochabamba,2026-03-21,Compuesto,-0.440
cochabamba,2026-03-21,Congelados,0.586
cochabamba,2026-03-21,Cuidado Personal,-0.216
cochabamba,2026-03-21,Cuidado del Bebé,-0.186
cochabamba,2026-03-21,Cuidado del Hogar,-0.843
cochabamba,2026-03-21,Fiambres,0.258
cochabamba,2026-03-21,Frutas y Verduras,-4.452
cochabamba,2026-03-21,Granos y Hortalizas,-1.371
cochabamba,2026-03-21,Lácteos y Derivados,0.472
cochabamba,2026-03-21,Panadería,-0.845
cochabamba,2026-03-21,Pastelería y Masas Típicas,0.436
la_paz,2026-03-21,Abarrotes,0.081
la_paz,2026-03-21,Bazar,-0.385
la_paz,2026-03-21,Bebidas,-0.036
la_paz,2026-03-21,Carnes,0.713
la_paz,2026-03-21,Compuesto,-0.168
la_paz,2026-03-21,Congelados,0.298
la_paz,2026-03-21,Cuidado Personal,-0.310
la_paz,2026-03-21,Cuidado del Bebé,-0.655
la_paz,2026-03-21,Cuidado del Hogar,-0.751
la_paz,2026-03-21,Fiambres,0.048
la_paz,2026-03-21,Frutas y Verduras,-1.184
la_paz,2026-03-21,Granos y Hortalizas,-0.217
la_paz,2026-03-21,Lácteos y Derivados,0.658
la_paz,2026-03-21,Panadería,0.301
la_paz,2026-03-21,Pastelería y Masas Típicas,-0.351
santa_cruz,2026-03-21,Abarrotes,-0.147
santa_cruz,2026-03-21,Bazar,0.194
santa_cruz,2026-03-21,Bebidas,0.288
santa_cruz,2026-03-21,Carnes,4.446
santa_cruz,2026-03-21,Compuesto,-0.053
santa_cruz,2026-03-21,Congelados,0.624
santa_cruz,2026-03-21,Cuidado Personal,-1.429
santa_cruz,2026-03-21,Cuidado del Bebé,0.092
santa_cruz,2026-03-21,Cuidado del Hogar,-0.745
santa_cruz,2026-03-21,Farmacia Otc,0.000
santa_cruz,2026-03-21,Fiambres,-0.047
santa_cruz,2026-03-21,Frutas y Verduras,-5.066
santa_cruz,2026-03-21,Granos y Hortalizas,0.072
santa_cruz,2026-03-21,Lácteos y Derivados,0.271
santa_cruz,2026-03-21,Panadería,0.385
santa_cruz,2026-03-21,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-22,Abarrotes,0.125
cochabamba,2026-03-22,Bazar,0.098
cochabamba,2026-03-22,Bebidas,0.317
cochabamba,2026-03-22,Carnes,-1.230
cochabamba,2026-03-22,Compuesto,-0.380
cochabamba,2026-03-22,Congelados,0.586
cochabamba,2026-03-22,Cuidado Personal,-0.216
cochabamba,2026-03-22,Cuidado del Bebé,-0.186
cochabamba,2026-03-22,Cuidado del Hogar,-0.795
cochabamba,2026-03-22,Fiambres,0.258
cochabamba,2026-03-22,Frutas y Verduras,-2.324
cochabamba,2026-03-22,Granos y Hortalizas,-1.371
cochabamba,2026-03-22,Lácteos y Derivados,0.472
cochabamba,2026-03-22,Panadería,-0.845
cochabamba,2026-03-22,Pastelería y Masas Típicas,0.436
la_paz,2026-03-22,Abarrotes,0.082
la_paz,2026-03-22,Bazar,-0.385
la_paz,2026-03-22,Bebidas,-0.036
la_paz,2026-03-22,Carnes,0.728
la_paz,2026-03-22,Compuesto,-0.148
la_paz,2026-03-22,Congelados,0.377
la_paz,2026-03-22,Cuidado Personal,-0.310
la_paz,2026-03-22,Cuidado del Bebé,-0.655
la_paz,2026-03-22,Cuidado del Hogar,-0.679
la_paz,2026-03-22,Fiambres,0.048
la_paz,2026-03-22,Frutas y Verduras,-1.086
la_paz,2026-03-22,Granos y Hortalizas,-0.217
la_paz,2026-03-22,Lácteos y Derivados,0.658
la_paz,2026-03-22,Panadería,0.301
la_paz,2026-03-22,Pastelería y Masas Típicas,-0.351
santa_cruz,2026-03-22,Abarrotes,-0.152
santa_cruz,2026-03-22,Bazar,0.194
santa_cruz,2026-03-22,Bebidas,0.288
santa_cruz,2026-03-22,Carnes,4.542
santa_cruz,2026-03-22,Compuesto,-0.057
santa_cruz,2026-03-22,Congelados,0.624
santa_cruz,2026-03-22,Cuidado Personal,-1.488
santa_cruz,2026-03-22,Cuidado del Bebé,0.092
santa_cruz,2026-03-22,Cuidado del Hogar,-0.744
santa_cruz,2026-03-22,Farmacia Otc,0.000
santa_cruz,2026-03-22,Fiambres,-0.047
santa_cruz,2026-03-22,Frutas y Verduras,-5.066
santa_cruz,2026-03-22,Granos y Hortalizas,0.072
santa_cruz,2026-03-22,Lácteos y Derivados,0.271
santa_cruz,2026-03-22,Panadería,0.385
santa_cruz,2026-03-22,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-23,Abarrotes,0.125
cochabamba,2026-03-23,Bazar,0.098
cochabamba,2026-03-23,Bebidas,0.317
cochabamba,2026-03-23,Carnes,-1.230
cochabamba,2026-03-23,Compuesto,-0.380
cochabamba,2026-03-23,Congelados,0.586
cochabamba,2026-03-23,Cuidado Personal,-0.215
cochabamba,2026-03-23,Cuidado del Bebé,-0.186
cochabamba,2026-03-23,Cuidado del Hogar,-0.795
cochabamba,2026-03-23,Fiambres,0.258
cochabamba,2026-03-23,Frutas y Verduras,-2.324
cochabamba,2026-03-23,Granos y Hortalizas,-1.371
cochabamba,2026-03-23,Lácteos y Derivados,0.472
cochabamba,2026-03-23,Panadería,-0.845
cochabamba,2026-03-23,Pastelería y Masas Típicas,0.436
la_paz,2026-03-23,Abarrotes,0.082
la_paz,2026-03-23,Bazar,-0.385
la_paz,2026-03-23,Bebidas,-0.041
la_paz,2026-03-23,Carnes,0.728
la_paz,2026-03-23,Compuesto,-0.149
la_paz,2026-03-23,Congelados,0.377
la_paz,2026-03-23,Cuidado Personal,-0.310
la_paz,2026-03-23,Cuidado del Bebé,-0.655
la_paz,2026-03-23,Cuidado del Hogar,-0.679
la_paz,2026-03-23,Fiambres,0.048
la_paz,2026-03-23,Frutas y Verduras,-1.086
la_paz,2026-03-23,Granos y Hortalizas,-0.217
la_paz,2026-03-23,Lácteos y Derivados,0.660
la_paz,2026-03-23,Panadería,0.301
la_paz,2026-03-23,Pastelería y Masas Típicas,-0.351
santa_cruz,2026-03-23,Abarrotes,-0.152
santa_cruz,2026-03-23,Bazar,0.194
santa_cruz,2026-03-23,Bebidas,0.288
santa_cruz,2026-03-23,Carnes,4.542
santa_cruz,2026-03-23,Compuesto,-0.057
santa_cruz,2026-03-23,Congelados,0.619
santa_cruz,2026-03-23,Cuidado Personal,-1.488
santa_cruz,2026-03-23,Cuidado del Bebé,0.092
santa_cruz,2026-03-23,Cuidado del Hogar,-0.744
santa_cruz,2026-03-23,Farmacia Otc,0.000
santa_cruz,2026-03-23,Fiambres,-0.047
santa_cruz,2026-03-23,Frutas y Verduras,-5.066
santa_cruz,2026-03-23,Granos y Hortalizas,0.072
santa_cruz,2026-03-23,Lácteos y Derivados,0.271
santa_cruz,2026-03-23,Panadería,0.385
santa_cruz,2026-03-23,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-24,Abarrotes,0.120
cochabamba,2026-03-24,Bazar,0.120
cochabamba,2026-03-24,Bebidas,0.287
cochabamba,2026-03-24,Carnes,-0.989
cochabamba,2026-03-24,Compuesto,-0.434
cochabamba,2026-03-24,Congelados,0.586
cochabamba,2026-03-24,Cuidado Personal,-0.215
cochabamba,2026-03-24,Cuidado del Bebé,-0.186
cochabamba,2026-03-24,Cuidado del Hogar,-0.795
cochabamba,2026-03-24,Fiambres,0.258
cochabamba,2026-03-24,Frutas y Verduras,-4.550
cochabamba,2026-03-24,Granos y Hortalizas,-1.371
cochabamba,2026-03-24,Lácteos y Derivados,0.476
cochabamba,2026-03-24,Panadería,-0.845
cochabamba,2026-03-24,Pastelería y Masas Típicas,0.436
la_paz,2026-03-24,Abarrotes,0.074
la_paz,2026-03-24,Bazar,-0.361
la_paz,2026-03-24,Bebidas,-0.039
la_paz,2026-03-24,Carnes,1.132
la_paz,2026-03-24,Compuesto,-0.129
la_paz,2026-03-24,Congelados,0.377
la_paz,2026-03-24,Cuidado Personal,-0.310
la_paz,2026-03-24,Cuidado del Bebé,-0.655
la_paz,2026-03-24,Cuidado del Hogar,-0.679
la_paz,2026-03-24,Fiambres,-0.009
la_paz,2026-03-24,Frutas y Verduras,-1.034
la_paz,2026-03-24,Granos y Hortalizas,-0.217
la_paz,2026-03-24,Lácteos y Derivados,0.662
la_paz,2026-03-24,Panadería,0.307
la_paz,2026-03-24,Pastelería y Masas Típicas,-0.392
santa_cruz,2026-03-24,Abarrotes,-0.137
santa_cruz,2026-03-24,Bazar,0.199
santa_cruz,2026-03-24,Bebidas,0.188
santa_cruz,2026-03-24,Carnes,4.994
santa_cruz,2026-03-24,Compuesto,-0.054
santa_cruz,2026-03-24,Congelados,0.622
santa_cruz,2026-03-24,Cuidado Personal,-1.488
santa_cruz,2026-03-24,Cuidado del Bebé,0.092
santa_cruz,2026-03-24,Cuidado del Hogar,-0.744
santa_cruz,2026-03-24,Farmacia Otc,0.000
santa_cruz,2026-03-24,Fiambres,-0.047
santa_cruz,2026-03-24,Frutas y Verduras,-5.066
santa_cruz,2026-03-24,Granos y Hortalizas,0.072
santa_cruz,2026-03-24,Lácteos y Derivados,0.272
santa_cruz,2026-03-24,Panadería,0.385
santa_cruz,2026-03-24,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-25,Abarrotes,0.120
cochabamba,2026-03-25,Bazar,0.095
cochabamba,2026-03-25,Bebidas,0.282
cochabamba,2026-03-25,Carnes,-0.152
cochabamba,2026-03-25,Compuesto,-0.415
cochabamba,2026-03-25,Congelados,0.586
cochabamba,2026-03-25,Cuidado Personal,-0.201
cochabamba,2026-03-25,Cuidado del Bebé,-0.644
cochabamba,2026-03-25,Cuidado del Hogar,-0.824
cochabamba,2026-03-25,Fiambres,0.258
cochabamba,2026-03-25,Frutas y Verduras,-4.550
cochabamba,2026-03-25,Granos y Hortalizas,-1.371
cochabamba,2026-03-25,Lácteos y Derivados,0.481
cochabamba,2026-03-25,Panadería,-0.845
cochabamba,2026-03-25,Pastelería y Masas Típicas,0.436
la_paz,2026-03-25,Abarrotes,0.071
la_paz,2026-03-25,Bazar,0.110
la_paz,2026-03-25,Bebidas,-0.038
la_paz,2026-03-25,Carnes,1.324
la_paz,2026-03-25,Compuesto,-0.114
la_paz,2026-03-25,Congelados,0.377
la_paz,2026-03-25,Cuidado Personal,-0.309
la_paz,2026-03-25,Cuidado del Bebé,-1.617
la_paz,2026-03-25,Cuidado del Hogar,-0.691
la_paz,2026-03-25,Fiambres,-0.032
la_paz,2026-03-25,Frutas y Verduras,-0.978
la_paz,2026-03-25,Granos y Hortalizas,-0.217
la_paz,2026-03-25,Lácteos y Derivados,0.666
la_paz,2026-03-25,Panadería,0.307
la_paz,2026-03-25,Pastelería y Masas Típicas,-0.392
santa_cruz,2026-03-25,Abarrotes,-0.143
santa_cruz,2026-03-25,Bazar,0.180
santa_cruz,2026-03-25,Bebidas,0.395
santa_cruz,2026-03-25,Carnes,4.146
santa_cruz,2026-03-25,Compuesto,0.123
santa_cruz,2026-03-25,Congelados,0.622
santa_cruz,2026-03-25,Cuidado Personal,-1.457
santa_cruz,2026-03-25,Cuidado del Bebé,-0.016
santa_cruz,2026-03-25,Cuidado del Hogar,-0.751
santa_cruz,2026-03-25,Farmacia Otc,0.000
santa_cruz,2026-03-25,Fiambres,-0.047
santa_cruz,2026-03-25,Frutas y Verduras,1.129
santa_cruz,2026-03-25,Granos y Hortalizas,0.072
santa_cruz,2026-03-25,Lácteos y Derivados,0.275
santa_cruz,2026-03-25,Panadería,0.385
santa_cruz,2026-03-25,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-26,Abarrotes,0.120
cochabamba,2026-03-26,Bazar,0.105
cochabamba,2026-03-26,Bebidas,0.282
cochabamba,2026-03-26,Carnes,-0.152
cochabamba,2026-03-26,Compuesto,-0.465
cochabamba,2026-03-26,Congelados,0.586
cochabamba,2026-03-26,Cuidado Personal,-0.201
cochabamba,2026-03-26,Cuidado del Bebé,-0.644
cochabamba,2026-03-26,Cuidado del Hogar,-0.824
cochabamba,2026-03-26,Fiambres,0.258
cochabamba,2026-03-26,Frutas y Verduras,-6.556
cochabamba,2026-03-26,Granos y Hortalizas,-1.371
cochabamba,2026-03-26,Lácteos y Derivados,0.481
cochabamba,2026-03-26,Panadería,-0.821
cochabamba,2026-03-26,Pastelería y Masas Típicas,0.436
la_paz,2026-03-26,Abarrotes,0.071
la_paz,2026-03-26,Bazar,0.110
la_paz,2026-03-26,Bebidas,-0.038
la_paz,2026-03-26,Carnes,1.549
la_paz,2026-03-26,Compuesto,-0.100
la_paz,2026-03-26,Congelados,0.377
la_paz,2026-03-26,Cuidado Personal,-0.309
la_paz,2026-03-26,Cuidado del Bebé,-1.617
la_paz,2026-03-26,Cuidado del Hogar,-0.691
la_paz,2026-03-26,Fiambres,-0.032
la_paz,2026-03-26,Frutas y Verduras,-0.982
la_paz,2026-03-26,Granos y Hortalizas,-0.217
la_paz,2026-03-26,Lácteos y Derivados,0.666
la_paz,2026-03-26,Panadería,0.307
la_paz,2026-03-26,Pastelería y Masas Típicas,-0.392
santa_cruz,2026-03-26,Abarrotes,-0.204
santa_cruz,2026-03-26,Bazar,0.180
santa_cruz,2026-03-26,Bebidas,0.395
santa_cruz,2026-03-26,Carnes,3.509
santa_cruz,2026-03-26,Compuesto,0.082
santa_cruz,2026-03-26,Congelados,0.622
santa_cruz,2026-03-26,Cuidado Personal,-1.547
santa_cruz,2026-03-26,Cuidado del Bebé,-0.394
santa_cruz,2026-03-26,Cuidado del Hogar,-0.751
santa_cruz,2026-03-26,Farmacia Otc,0.000
santa_cruz,2026-03-26,Fiambres,-0.047
santa_cruz,2026-03-26,Frutas y Verduras,1.129
santa_cruz,2026-03-26,Granos y Hortalizas,0.072
santa_cruz,2026-03-26,Lácteos y Derivados,0.275
santa_cruz,2026-03-26,Panadería,0.385
santa_cruz,2026-03-26,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-27,Abarrotes,0.120
cochabamba,2026-03-27,Bazar,0.105
cochabamba,2026-03-27,Bebidas,0.272
cochabamba,2026-03-27,Carnes,3.052
cochabamba,2026-03-27,Compuesto,-0.362
cochabamba,2026-03-27,Congelados,0.586
cochabamba,2026-03-27,Cuidado Personal,-0.281
cochabamba,2026-03-27,Cuidado del Bebé,-0.644
cochabamba,2026-03-27,Cuidado del Hogar,-0.824
cochabamba,2026-03-27,Fiambres,0.258
cochabamba,2026-03-27,Frutas y Verduras,-6.561
cochabamba,2026-03-27,Granos y Hortalizas,-1.371
cochabamba,2026-03-27,Lácteos y Derivados,0.481
cochabamba,2026-03-27,Panadería,-0.821
cochabamba,2026-03-27,Pastelería y Masas Típicas,0.436
la_paz,2026-03-27,Abarrotes,0.071
la_paz,2026-03-27,Bazar,0.110
la_paz,2026-03-27,Bebidas,-0.040
la_paz,2026-03-27,Carnes,3.487
la_paz,2026-03-27,Compuesto,0.096
la_paz,2026-03-27,Congelados,0.377
la_paz,2026-03-27,Cuidado Personal,-0.394
la_paz,2026-03-27,Cuidado del Bebé,-1.617
la_paz,2026-03-27,Cuidado del Hogar,-0.691
la_paz,2026-03-27,Fiambres,-0.032
la_paz,2026-03-27,Frutas y Verduras,0.208
la_paz,2026-03-27,Granos y Hortalizas,-0.217
la_paz,2026-03-27,Lácteos y Derivados,0.666
la_paz,2026-03-27,Panadería,0.307
la_paz,2026-03-27,Pastelería y Masas Típicas,-0.392
santa_cruz,2026-03-27,Abarrotes,-0.211
santa_cruz,2026-03-27,Bazar,0.180
santa_cruz,2026-03-27,Bebidas,0.395
santa_cruz,2026-03-27,Carnes,3.113
santa_cruz,2026-03-27,Compuesto,0.076
santa_cruz,2026-03-27,Congelados,0.622
santa_cruz,2026-03-27,Cuidado Personal,-1.534
santa_cruz,2026-03-27,Cuidado del Bebé,-0.394
santa_cruz,2026-03-27,Cuidado del Hogar,-0.754
santa_cruz,2026-03-27,Farmacia Otc,0.000
santa_cruz,2026-03-27,Fiambres,-0.047
santa_cruz,2026-03-27,Frutas y Verduras,1.129
santa_cruz,2026-03-27,Granos y Hortalizas,0.072
santa_cruz,2026-03-27,Lácteos y Derivados,0.275
santa_cruz,2026-03-27,Panadería,0.385
santa_cruz,2026-03-27,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-28,Abarrotes,0.120
cochabamba,2026-03-28,Bazar,0.105
cochabamba,2026-03-28,Bebidas,0.272
cochabamba,2026-03-28,Carnes,3.936
cochabamba,2026-03-28,Compuesto,-0.332
cochabamba,2026-03-28,Congelados,0.586
cochabamba,2026-03-28,Cuidado Personal,-0.281
cochabamba,2026-03-28,Cuidado del Bebé,-0.644
cochabamba,2026-03-28,Cuidado del Hogar,-0.824
cochabamba,2026-03-28,Fiambres,0.258
cochabamba,2026-03-28,Frutas y Verduras,-6.561
cochabamba,2026-03-28,Granos y Hortalizas,-1.371
cochabamba,2026-03-28,Lácteos y Derivados,0.481
cochabamba,2026-03-28,Panadería,-0.820
cochabamba,2026-03-28,Pastelería y Masas Típicas,0.436
la_paz,2026-03-28,Abarrotes,0.071
la_paz,2026-03-28,Bazar,0.110
la_paz,2026-03-28,Bebidas,-0.040
la_paz,2026-03-28,Carnes,3.487
la_paz,2026-03-28,Compuesto,0.096
la_paz,2026-03-28,Congelados,0.377
la_paz,2026-03-28,Cuidado Personal,-0.394
la_paz,2026-03-28,Cuidado del Bebé,-1.617
la_paz,2026-03-28,Cuidado del Hogar,-0.691
la_paz,2026-03-28,Fiambres,-0.032
la_paz,2026-03-28,Frutas y Verduras,0.208
la_paz,2026-03-28,Granos y Hortalizas,-0.217
la_paz,2026-03-28,Lácteos y Derivados,0.666
la_paz,2026-03-28,Panadería,0.307
la_paz,2026-03-28,Pastelería y Masas Típicas,-0.392
santa_cruz,2026-03-28,Abarrotes,-0.190
santa_cruz,2026-03-28,Bazar,0.180
santa_cruz,2026-03-28,Bebidas,0.357
santa_cruz,2026-03-28,Carnes,3.018
santa_cruz,2026-03-28,Compuesto,0.075
santa_cruz,2026-03-28,Congelados,0.622
santa_cruz,2026-03-28,Cuidado Personal,-1.524
santa_cruz,2026-03-28,Cuidado del Bebé,-0.394
santa_cruz,2026-03-28,Cuidado del Hogar,-0.745
santa_cruz,2026-03-28,Farmacia Otc,0.000
santa_cruz,2026-03-28,Fiambres,-0.047
santa_cruz,2026-03-28,Frutas y Verduras,1.129
santa_cruz,2026-03-28,Granos y Hortalizas,0.072
santa_cruz,2026-03-28,Lácteos y Derivados,0.275
santa_cruz,2026-03-28,Panadería,0.374
santa_cruz,2026-03-28,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-29,Abarrotes,-1.293
cochabamba,2026-03-29,Bazar,0.105
cochabamba,2026-03-29,Bebidas,0.269
cochabamba,2026-03-29,Carnes,3.956
cochabamba,2026-03-29,Compuesto,-0.474
cochabamba,2026-03-29,Congelados,0.586
cochabamba,2026-03-29,Cuidado Personal,-0.221
cochabamba,2026-03-29,Cuidado del Bebé,-0.644
cochabamba,2026-03-29,Cuidado del Hogar,-0.840
cochabamba,2026-03-29,Fiambres,0.252
cochabamba,2026-03-29,Frutas y Verduras,-6.308
cochabamba,2026-03-29,Granos y Hortalizas,-1.371
cochabamba,2026-03-29,Lácteos y Derivados,0.481
cochabamba,2026-03-29,Panadería,-0.820
cochabamba,2026-03-29,Pastelería y Masas Típicas,0.567
la_paz,2026-03-29,Abarrotes,-1.310
la_paz,2026-03-29,Bazar,0.110
la_paz,2026-03-29,Bebidas,-0.057
la_paz,2026-03-29,Carnes,4.006
la_paz,2026-03-29,Compuesto,-0.027
la_paz,2026-03-29,Congelados,0.377
la_paz,2026-03-29,Cuidado Personal,-0.343
la_paz,2026-03-29,Cuidado del Bebé,-1.617
la_paz,2026-03-29,Cuidado del Hogar,-0.700
la_paz,2026-03-29,Fiambres,-0.032
la_paz,2026-03-29,Frutas y Verduras,0.208
la_paz,2026-03-29,Granos y Hortalizas,-0.217
la_paz,2026-03-29,Lácteos y Derivados,0.666
la_paz,2026-03-29,Panadería,0.307
la_paz,2026-03-29,Pastelería y Masas Típicas,-0.150
santa_cruz,2026-03-29,Abarrotes,-0.190
santa_cruz,2026-03-29,Bazar,0.180
santa_cruz,2026-03-29,Bebidas,0.352
santa_cruz,2026-03-29,Carnes,2.975
santa_cruz,2026-03-29,Compuesto,0.095
santa_cruz,2026-03-29,Congelados,0.622
santa_cruz,2026-03-29,Cuidado Personal,-1.524
santa_cruz,2026-03-29,Cuidado del Bebé,-0.394
santa_cruz,2026-03-29,Cuidado del Hogar,-0.745
santa_cruz,2026-03-29,Farmacia Otc,0.000
santa_cruz,2026-03-29,Fiambres,-0.047
santa_cruz,2026-03-29,Frutas y Verduras,1.871
santa_cruz,2026-03-29,Granos y Hortalizas,0.072
santa_cruz,2026-03-29,Lácteos y Derivados,0.275
santa_cruz,2026-03-29,Panadería,0.374
santa_cruz,2026-03-29,Pastelería y Masas Típicas,0.753
cochabamba,2026-03-30,Abarrotes,-1.293
cochabamba,2026-03-30,Bazar,0.105
cochabamba,2026-03-30,Bebidas,0.278
cochabamba,2026-03-30,Carnes,3.946
cochabamba,2026-03-30,Compuesto,-0.525
cochabamba,2026-03-30,Congelados,0.579
cochabamba,2026-03-30,Cuidado Personal,-0.309
cochabamba,2026-03-30,Cuidado del Bebé,-1.217
cochabamba,2026-03-30,Cuidado del Hogar,-1.526
cochabamba,2026-03-30,Fiambres,0.253
cochabamba,2026-03-30,Frutas y Verduras,-6.308
cochabamba,2026-03-30,Granos y Hortalizas,-1.371
cochabamba,2026-03-30,Lácteos y Derivados,0.559
cochabamba,2026-03-30,Panadería,-0.847
cochabamba,2026-03-30,Pastelería y Masas Típicas,0.567
la_paz,2026-03-30,Abarrotes,-1.310
la_paz,2026-03-30,Bazar,0.110
la_paz,2026-03-30,Bebidas,-0.056
la_paz,2026-03-30,Carnes,4.501
la_paz,2026-03-30,Compuesto,0.067
la_paz,2026-03-30,Congelados,0.375
la_paz,2026-03-30,Cuidado Personal,-0.425
la_paz,2026-03-30,Cuidado del Bebé,-2.138
la_paz,2026-03-30,Cuidado del Hogar,-1.262
la_paz,2026-03-30,Fiambres,-0.025
la_paz,2026-03-30,Frutas y Verduras,0.208
la_paz,2026-03-30,Granos y Hortalizas,-0.217
la_paz,2026-03-30,Lácteos y Derivados,0.816
la_paz,2026-03-30,Panadería,0.307
la_paz,2026-03-30,Pastelería y Masas Típicas,0.612
santa_cruz,2026-03-30,Abarrotes,-0.194
santa_cruz,2026-03-30,Bazar,0.180
santa_cruz,2026-03-30,Bebidas,0.342
santa_cruz,2026-03-30,Carnes,2.914
santa_cruz,2026-03-30,Compuesto,-0.007
santa_cruz,2026-03-30,Congelados,0.417
santa_cruz,2026-03-30,Cuidado Personal,-1.485
santa_cruz,2026-03-30,Cuidado del Bebé,-3.931
santa_cruz,2026-03-30,Cuidado del Hogar,0.119
santa_cruz,2026-03-30,Farmacia Otc,0.000
santa_cruz,2026-03-30,Fiambres,-0.091
santa_cruz,2026-03-30,Frutas y Verduras,1.871
santa_cruz,2026-03-30,Granos y Hortalizas,0.072
santa_cruz,2026-03-30,Lácteos y Derivados,0.200
santa_cruz,2026-03-30,Panadería,0.374
santa_cruz,2026-03-30,Pastelería y Masas Típicas,0.632
cochabamba,2026-03-31,Abarrotes,-1.542
cochabamba,2026-03-31,Bazar,0.105
cochabamba,2026-03-31,Bebidas,-0.520
cochabamba,2026-03-31,Carnes,3.865
cochabamba,2026-03-31,Compuesto,-0.661
cochabamba,2026-03-31,Congelados,0.574
cochabamba,2026-03-31,Cuidado Personal,0.157
cochabamba,2026-03-31,Cuidado del Bebé,-2.009
cochabamba,2026-03-31,Cuidado del Hogar,-1.489
cochabamba,2026-03-31,Fiambres,0.253
cochabamba,2026-03-31,Frutas y Verduras,-6.728
cochabamba,2026-03-31,Granos y Hortalizas,-1.371
cochabamba,2026-03-31,Lácteos y Derivados,0.335
cochabamba,2026-03-31,Panadería,-0.858
cochabamba,2026-03-31,Pastelería y Masas Típicas,0.567
la_paz,2026-03-31,Abarrotes,-1.590
la_paz,2026-03-31,Bazar,0.110
la_paz,2026-03-31,Bebidas,-0.501
la_paz,2026-03-31,Carnes,5.021
la_paz,2026-03-31,Compuesto,-0.022
la_paz,2026-03-31,Congelados,0.369
la_paz,2026-03-31,Cuidado Personal,-0.089
la_paz,2026-03-31,Cuidado del Bebé,-2.742
la_paz,2026-03-31,Cuidado del Hogar,-1.290
la_paz,2026-03-31,Fiambres,-0.025
la_paz,2026-03-31,Frutas y Verduras,0.169
la_paz,2026-03-31,Granos y Hortalizas,-0.217
la_paz,2026-03-31,Lácteos y Derivados,0.234
la_paz,2026-03-31,Panadería,0.304
la_paz,2026-03-31,Pastelería y Masas Típicas,0.612
santa_cruz,2026-03-31,Abarrotes,-0.186
santa_cruz,2026-03-31,Bazar,0.180
